Ti,Ti_prime,To,a
23.178,26.958,-4,6000
26.958,23.016,-4,10000
23.016,23.051,-4.4,6000
23.051,23.072,-3.7,6000
23.072,17.196,-3.2,0
17.196,26.866,-2.7,0
26.866,27.158,-2.5,10000
27.158,23.317,-2.2,10000
23.317,17.48,-2.2,6000
17.48,17.281,-1.8,0
17.281,23.057,-1.7,0
23.057,23.072,-1.7,6000
23.072,23.004,-1.6,6000
23.004,26.703,-1.6,6000
26.703,27.026,-1.7,10000
27.026,17.669,-1.3,10000
17.669,23.572,-1.2,0
23.572,17.71,-1.1,6000
17.71,27.262,-2,0
27.262,17.466,-3.2,10000
17.466,23.124,-4.4,0
23.124,23.285,-4,6000
23.285,27.256,-4,6000
27.256,23.409,-3.9,10000
23.409,27.026,-4.5,6000
27.026,23.105,-5.3,10000
23.105,22.874,-6,6000
22.874,22.543,-6.9,6000
22.543,16.404,-7.9,0
16.404,25.674,-8.8,0
25.674,25.506,-9.6,10000
25.506,21.494,-10.6,10000
21.494,15.649,-11.6,6000
15.649,15.539,-11,0
15.539,21.274,-10.5,0
21.274,21.4,-10,6000
21.4,21.585,-10.1,6000
21.585,25.606,-10.3,6000
25.606,25.839,-10.6,10000
25.839,16.236,-9.8,10000
16.236,21.978,-9.3,0
21.978,16.123,-8.8,6000
16.123,25.445,-10.1,0
25.445,15.581,-11.3,10000
15.581,20.976,-12.8,0
20.976,20.8,-13.3,6000
20.8,24.35,-14.1,6000
24.35,20.483,-15,10000
20.483,24.115,-16,6000
24.115,20.25,-17.1,10000
20.25,20.096,-18.2,6000
20.096,20.014,-17.5,6000
20.014,14.073,-16.7,0
14.073,23.578,-16.1,0
23.578,23.803,-15.1,10000
23.803,20.065,-14.1,10000
20.065,14.239,-13.3,6000
14.239,14.024,-12.3,0
14.024,19.604,-11.3,0
19.604,19.876,-10.6,6000
19.876,20.217,-9.1,6000
20.217,24.358,-7.9,6000
24.358,24.89,-6.6,10000
24.89,15.747,-4.9,10000
15.747,21.75,-3.2,0
21.75,16.281,-1.7,6000
16.281,26.312,-0.3,0
26.312,16.972,0.8,10000
16.972,22.757,2.2,0
22.757,22.856,2.2,6000
22.856,26.793,2.2,6000
26.793,22.021,2.2,10000
22.021,24.191,-2.2,6000
24.191,18.912,-7,10000
18.912,18.265,-11.6,6000
18.265,18.025,-13.1,6000
18.025,12.066,-14.5,0
12.066,20.865,-16.1,0
20.865,20.734,-17.2,10000
20.734,16.942,-18.6,10000
16.942,11.175,-20,6000
11.175,10.826,-19.8,0
10.826,16.246,-19.8,0
16.246,16.295,-20,6000
16.295,16.337,-20.1,6000
16.337,20.13,-20.2,6000
20.13,20.339,-20.6,10000
20.339,11.061,-20.2,10000
11.061,16.539,-20.1,0
16.539,10.746,-20,6000
10.746,19.954,-20.1,0
19.954,10.428,-20.2,10000
10.428,15.926,-20.6,0
15.926,16.024,-20.5,6000
16.024,19.763,-20.5,6000
19.763,15.888,-20.6,10000
15.888,19.4,-21.2,6000
19.4,15.473,-22,10000
15.473,14.932,-22.7,6000
14.932,14.481,-24.7,6000
14.481,8.1376,-26.7,0
8.1376,17.181,-28.8,0
17.181,17.034,-29.7,10000
17.034,13.134,-30.7,10000
13.134,6.8716,-31.7,6000
6.8716,5.9416,-32.7,0
5.9416,10.744,-33.7,0
10.744,11.051,-35,6000
11.051,11.433,-33,6000
11.433,15.82,-31.2,6000
15.82,16.036,-29.3,10000
16.036,6.6933,-28.6,10000
6.6933,12.172,-27.7,0
12.172,6.5344,-27.2,6000
6.5344,15.631,-27.5,0
15.631,6.2239,-27.7,10000
6.2239,11.424,-28.2,0
11.424,11.145,-28.2,6000
11.145,14.651,-28.2,6000
14.651,11.155,-28.2,10000
11.155,15.063,-27.5,6000
15.063,11.604,-26.7,10000
11.604,11.659,-26.1,6000
11.659,11.699,-25.2,6000
11.699,6.05,-24.5,0
6.05,15.42,-23.8,0
15.42,15.588,-23.6,10000
15.588,11.828,-23.3,10000
11.828,6.0025,-23.2,6000
6.0025,5.689,-23.2,0
5.689,11.243,-23.2,0
11.243,11.539,-23.2,6000
11.539,11.932,-22.1,6000
11.932,16.306,-21,6000
16.306,17.025,-20,10000
17.025,7.8037,-18.3,10000
7.8037,13.984,-17,0
13.984,8.1439,-15.6,6000
8.1439,17.661,-16.3,0
17.661,7.8037,-17.2,10000
7.8037,13.298,-18.2,0
13.298,13.314,-17.5,6000
13.314,17.124,-16.7,6000
17.124,13.406,-16.1,10000
13.406,17.165,-15.3,6000
17.165,13.518,-14.8,10000
13.518,13.369,-14.3,6000
13.369,13.302,-14.3,6000
13.302,7.4233,-14.3,0
7.4233,16.705,-14.3,0
16.705,16.847,-14.3,10000
16.847,13.118,-14.3,10000
13.118,7.221,-14.3,6000
7.221,6.9866,-14.5,0
6.9866,12.527,-14.6,0
12.527,12.429,-15,6000
12.429,12.36,-15.1,6000
12.36,16.018,-15.3,6000
16.018,16.239,-15.6,10000
16.239,6.9729,-14.6,10000
6.9729,12.554,-14,0
12.554,7.0021,-13.3,6000
7.0021,16.444,-12.6,0
16.444,7.1877,-12.1,10000
7.1877,12.915,-11.6,0
12.915,13.216,-10.8,6000
13.216,17.437,-10.1,6000
17.437,14.102,-9.3,10000
14.102,18.255,-8.1,6000
18.255,14.839,-7,10000
14.839,15.546,-6,6000
15.546,16.349,-2,6000
16.349,11.036,1.7,0
11.036,21.095,5.5,0
21.095,21.375,5,10000
21.375,17.529,4.5,10000
17.529,11.458,3.9,6000
11.458,11.245,3.5,0
11.245,17.193,3.2,0
17.193,17.455,2.7,6000
17.455,17.769,3.5,6000
17.769,22.076,4.3,6000
22.076,22.559,5,10000
22.559,12.864,4.5,10000
12.864,18.874,4.3,0
18.874,12.955,3.9,6000
12.955,22.935,3.5,0
22.935,13.088,3.2,10000
13.088,18.887,2.7,0
18.887,18.962,2.2,6000
18.962,22.889,1.7,6000
22.889,19.151,1.1,10000
19.151,23.196,0.4,6000
23.196,19.394,-0.3,10000
19.394,19.473,-1.1,6000
19.473,19.607,-0.3,6000
19.607,13.685,0.4,0
13.685,23.49,1.1,0
23.49,23.615,0.5,10000
23.615,19.659,0,10000
19.659,13.444,-0.6,6000
13.444,12.974,-2,0
12.974,18.481,-3.4,0
18.481,18.821,-5,6000
18.821,19.339,-3.2,6000
19.339,23.825,-1.6,6000
23.825,24.382,0,10000
24.382,14.835,0.6,10000
14.835,20.846,1.1,0
20.846,15.014,1.7,6000
15.014,24.816,1.5,0
24.816,15.106,1.2,10000
15.106,20.949,1.1,0
20.949,21.093,1.1,6000
21.093,25.147,1.1,6000
25.147,21.425,1.1,10000
21.425,25.407,1.2,6000
25.407,21.635,1.5,10000
21.635,21.511,1.7,6000
21.511,21.44,0.8,6000
21.44,15.346,0.2,0
15.346,24.962,-0.6,0
24.962,25.118,-1,10000
25.118,21.25,-1.6,10000
21.25,15.231,-2.2,6000
15.231,14.96,-2.5,0
14.96,20.654,-2.7,0
20.654,20.43,-3.2,6000
20.43,20.083,-4.5,6000
20.083,23.564,-5.8,6000
23.564,23.396,-7.1,10000
23.396,13.472,-9.1,10000
13.472,18.607,-11.1,0
18.607,12.493,-13.3,6000
12.493,21.364,-14.3,0
21.364,11.582,-15.5,10000
11.582,16.91,-16.7,0
16.91,17.068,-17,6000
17.068,20.865,-17.2,6000
20.865,17.075,-17.7,10000
17.075,20.688,-18.7,6000
20.688,16.809,-19.8,10000
16.809,16.35,-21.1,6000
16.35,15.823,-22.8,6000
15.823,9.4753,-24.7,0
9.4753,18.574,-26.7,0
18.574,18.62,-26.7,10000
18.62,14.741,-26.8,10000
14.741,8.95,-27.2,6000
8.95,8.8229,-25.7,0
8.8229,14.445,-24.5,0
14.445,14.57,-23.2,6000
14.57,14.692,-21.7,6000
14.692,18.618,-20.2,6000
18.618,19.024,-18.8,10000
19.024,9.8584,-17.5,10000
9.8584,15.625,-16.2,0
15.625,9.8149,-15,6000
9.8149,19.056,-15.1,0
19.056,9.5669,-15.3,10000
9.5669,15.037,-15.6,0
15.037,15.07,-15.3,6000
15.07,18.847,-15.1,6000
18.847,15.115,-15,10000
15.115,18.727,-14.6,6000
18.727,15.053,-14.5,10000
15.053,15.011,-14.3,6000
15.011,15.079,-14.1,6000
15.079,9.3006,-14,0
9.3006,18.763,-13.8,0
18.763,19.126,-13.6,10000
19.126,15.424,-13.3,10000
15.424,9.4983,-13.3,6000
9.4983,9.2671,-14,0
9.2671,14.871,-14.6,0
14.871,14.898,-15.6,6000
14.898,14.807,-15.6,6000
14.807,18.681,-15.8,6000
18.681,19.062,-16.1,10000
19.062,9.7396,-15.6,10000
9.7396,15.609,-15.3,0
15.609,9.9485,-15,6000
9.9485,19.354,-16,0
19.354,9.6326,-17.1,10000
9.6326,15.343,-18.2,0
15.343,15.646,-17.2,6000
15.646,19.787,-16.3,6000
19.787,16.064,-15.6,10000
16.064,19.787,-15.5,6000
19.787,15.958,-15.5,10000
15.958,15.955,-15.6,6000
15.955,15.914,-15.1,6000
15.914,9.9792,-14.6,0
9.9792,19.54,-14.3,0
19.54,19.616,-14.3,10000
19.616,15.802,-14.3,10000
15.802,9.8037,-14.3,6000
9.8037,9.4884,-14.5,0
9.4884,14.989,-14.6,0
14.989,15.111,-15,6000
15.111,15.144,-14.8,6000
15.144,19.014,-14.8,6000
19.014,19.281,-15,10000
19.281,9.817,-14.5,10000
9.817,15.55,-14.1,0
15.55,9.5614,-13.8,6000
9.5614,18.997,-14.1,0
18.997,9.2253,-14.5,10000
9.2253,14.653,-15,0
14.653,14.563,-15.5,6000
14.563,18.246,-16,6000
18.246,14.196,-16.7,10000
14.196,17.416,-18.3,6000
17.416,13.203,-20.2,10000
13.203,13.106,-22.2,6000
13.106,13.043,-21.6,6000
13.043,7.2394,-21,0
7.2394,16.499,-20.6,0
16.499,16.538,-20.8,10000
16.538,12.67,-21.2,10000
12.67,6.8885,-21.7,6000
6.8885,6.6812,-21,0
6.6812,12.424,-20.5,0
12.424,12.788,-20,6000
12.788,13.346,-17.7,6000
13.346,17.821,-15.3,6000
17.821,18.51,-13.3,10000
18.51,9.4551,-12.1,10000
9.4551,15.631,-11,0
15.631,10.004,-10,6000
10.004,19.692,-10.1,0
19.692,10.064,-10.3,10000
10.064,15.67,-10.6,0
15.67,15.702,-10.5,6000
15.702,19.572,-10.5,6000
19.572,15.951,-10.6,10000
15.951,19.998,-10.3,6000
19.998,16.369,-10.1,10000
16.369,16.238,-10,6000
16.238,16.05,-10.8,6000
16.05,9.853,-11.8,0
9.853,19.738,-12.8,0
19.738,20.202,-11.8,10000
20.202,16.556,-10.8,10000
16.556,10.599,-10,6000
10.599,10.375,-9.6,0
10.375,16.266,-9.5,0
16.266,16.504,-9.3,6000
16.504,16.784,-8,6000
16.784,21.132,-6.8,6000
21.132,21.665,-5.5,10000
21.665,12.223,-5.3,10000
12.223,18.236,-5,0
18.236,12.344,-5,6000
12.344,21.921,-6,0
21.921,12.031,-7,10000
12.031,17.52,-8.3,0
17.52,17.44,-9,6000
17.44,21.114,-9.6,6000
21.114,17.093,-10.6,10000
17.093,20.563,-10.8,6000
20.563,16.506,-11.1,10000
16.506,16.447,-11.6,6000
16.447,16.476,-11.1,6000
16.476,10.688,-10.8,0
10.688,20.018,-10.6,0
20.018,20.147,-10.6,10000
20.147,16.368,-10.8,10000
16.368,10.679,-11.1,6000
10.679,10.59,-11,0
10.59,16.356,-11,0
16.356,16.658,-11.1,6000
16.658,16.966,-9.8,6000
16.966,21.124,-8.8,6000
21.124,21.799,-7.8,10000
21.799,12.635,-6.5,10000
12.635,18.778,-5.4,0
18.778,13.021,-4.4,6000
13.021,22.805,-4.6,0
22.805,13.047,-5,10000
13.047,18.817,-5.5,0
18.817,18.909,-5.5,6000
18.909,22.933,-5.5,6000
22.933,19.143,-5.5,10000
19.143,23.088,-5.6,6000
23.088,19.277,-5.8,10000
19.277,18.974,-6,6000
18.974,18.624,-7.3,6000
